DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
23-Jan-2026,EQ,"5,514.00","5,524.50","5,368.00","5,488.50","5,388.00","5,384.00","5,435.61","6,388.50","3,344.00",460330,"2,50,21,76,650.00",44648
22-Jan-2026,EQ,"5,593.00","5,665.00","5,465.50","5,538.50","5,481.50","5,488.50","5,559.41","6,388.50","3,344.00",401574,"2,23,25,12,703.50",47210
21-Jan-2026,EQ,"5,580.50","5,642.00","5,504.00","5,580.50","5,531.00","5,538.50","5,561.85","6,388.50","3,344.00",406596,"2,26,14,24,557.00",55811
20-Jan-2026,EQ,"5,779.00","5,845.00","5,555.00","5,762.50","5,580.00","5,580.50","5,691.24","6,388.50","3,344.00",394664,"2,24,61,28,556.00",53527
19-Jan-2026,EQ,"5,625.00","5,787.50","5,590.00","5,651.50","5,762.00","5,762.50","5,721.50","6,388.50","3,344.00",581040,"3,32,44,18,697.00",42565
16-Jan-2026,EQ,"5,622.00","5,732.00","5,617.50","5,676.50","5,649.00","5,651.50","5,675.55","6,388.50","3,344.00",588398,"3,33,94,80,682.00",75748
14-Jan-2026,EQ,"5,720.00","5,741.00","5,640.00","5,734.50","5,665.00","5,676.50","5,686.95","6,388.50","3,344.00",368182,"2,09,38,32,932.00",46770
13-Jan-2026,EQ,"5,780.00","5,780.00","5,680.50","5,726.50","5,705.00","5,734.50","5,718.78","6,388.50","3,344.00",336437,"1,92,40,07,958.50",41270
12-Jan-2026,EQ,"5,773.00","5,792.00","5,627.00","5,773.00","5,724.00","5,726.50","5,706.22","6,388.50","3,344.00",314329,"1,79,36,30,741.00",39271
09-Jan-2026,EQ,"5,850.00","5,891.00","5,751.00","5,850.00","5,789.00","5,773.00","5,801.74","6,388.50","3,344.00",500234,"2,90,22,29,548.00",47264
08-Jan-2026,EQ,"5,981.00","5,985.00","5,830.00","5,981.00","5,850.00","5,850.00","5,882.97","6,388.50","3,344.00",562060,"3,30,65,83,936.50",64444
07-Jan-2026,EQ,"6,033.50","6,049.00","5,944.00","6,000.00","5,972.50","5,981.00","5,989.68","6,388.50","3,344.00",609748,"3,65,21,94,106.00",60798
06-Jan-2026,EQ,"6,010.00","6,037.00","5,960.00","5,985.50","6,000.00","6,000.00","6,002.49","6,388.50","3,344.00",453152,"2,72,00,38,396.00",41411
05-Jan-2026,EQ,"5,960.00","6,045.00","5,925.00","5,933.00","5,990.00","5,985.50","6,000.46","6,388.50","3,344.00",653817,"3,92,32,04,128.50",50213
02-Jan-2026,EQ,"5,900.00","6,029.50","5,875.00","5,841.50","5,931.00","5,933.00","5,960.35","6,388.50","3,344.00",1069537,"6,37,48,14,033.50",79361
01-Jan-2026,EQ,"5,771.00","5,856.00","5,730.00","5,771.00","5,837.00","5,841.50","5,800.81","6,388.50","3,344.00",384697,"2,23,15,52,979.50",38681
31-Dec-2025,EQ,"5,709.50","5,785.50","5,684.50","5,711.00","5,762.00","5,771.00","5,751.36","6,388.50","3,344.00",473265,"2,72,19,15,210.50",44650
30-Dec-2025,EQ,"5,570.00","5,742.50","5,566.50","5,566.00","5,699.00","5,711.00","5,697.63","6,388.50","3,344.00",2980473,"16,98,16,40,240.00",168168
29-Dec-2025,EQ,"5,637.00","5,651.00","5,550.50","5,637.00","5,573.50","5,566.00","5,580.19","6,388.50","3,344.00",572147,"3,19,26,89,613.00",51235
26-Dec-2025,EQ,"5,698.50","5,720.00","5,611.00","5,698.50","5,645.00","5,637.00","5,652.15","6,388.50","3,344.00",249826,"1,41,20,55,226.50",37096
24-Dec-2025,EQ,"5,744.00","5,750.00","5,690.00","5,744.00","5,702.00","5,698.50","5,715.44","6,388.50","3,344.00",313655,"1,79,26,76,228.50",40363
23-Dec-2025,EQ,"5,710.00","5,752.50","5,695.00","5,699.50","5,730.50","5,744.00","5,730.63","6,388.50","3,344.00",351302,"2,01,31,81,508.50",46610
22-Dec-2025,EQ,"5,793.50","5,793.50","5,681.00","5,781.00","5,700.00","5,699.50","5,712.60","6,388.50","3,344.00",1213460,"6,93,20,06,582.50",83132
19-Dec-2025,EQ,"5,725.00","5,797.50","5,725.00","5,748.50","5,784.00","5,781.00","5,768.21","6,388.50","3,344.00",769295,"4,43,74,56,870.50",63636
18-Dec-2025,EQ,"5,785.00","5,785.00","5,513.00","5,817.00","5,740.00","5,748.50","5,704.46","6,388.50","3,344.00",1016539,"5,79,88,10,844.50",90707
17-Dec-2025,EQ,"5,970.00","5,971.00","5,782.00","5,946.50","5,814.50","5,817.00","5,837.66","6,388.50","3,344.00",538205,"3,14,18,56,629.50",80240
16-Dec-2025,EQ,"5,960.50","5,986.00","5,932.50","5,959.50","5,935.00","5,946.50","5,951.09","6,388.50","3,344.00",388048,"2,30,93,06,970.00",61296
15-Dec-2025,EQ,"5,939.50","5,976.50","5,876.50","5,960.00","5,952.00","5,959.50","5,935.46","6,388.50","3,344.00",652031,"3,87,01,00,694.00",83189
12-Dec-2025,EQ,"6,003.50","6,037.50","5,950.50","5,979.50","5,960.00","5,960.00","5,975.04","6,388.50","3,344.00",679186,"4,05,81,61,108.50",41050
11-Dec-2025,EQ,"5,945.50","6,019.50","5,905.50","5,945.50","5,976.50","5,979.50","5,975.61","6,388.50","3,344.00",695094,"4,15,36,08,240.50",54649
10-Dec-2025,EQ,"6,028.00","6,044.50","5,915.50","6,001.00","5,931.50","5,945.50","5,956.02","6,388.50","3,344.00",820197,"4,88,51,06,143.00",81419
09-Dec-2025,EQ,"6,164.00","6,164.00","5,966.00","6,167.00","5,999.00","6,001.00","6,024.28","6,388.50","3,344.00",1186776,"7,14,94,66,809.00",108334
08-Dec-2025,EQ,"6,310.00","6,351.00","6,144.50","6,350.50","6,152.00","6,167.00","6,200.89","6,388.50","3,344.00",707514,"4,38,72,14,737.00",99397
05-Dec-2025,EQ,"6,335.00","6,388.50","6,305.00","6,340.00","6,340.50","6,350.50","6,353.17","6,388.50","3,344.00",651633,"4,13,99,36,765.00",61541
04-Dec-2025,EQ,"6,248.00","6,351.00","6,239.50","6,211.50","6,340.00","6,340.00","6,321.17","6,351.00","3,344.00",883433,"5,58,43,31,076.00",80180
03-Dec-2025,EQ,"6,294.00","6,294.00","6,191.00","6,270.50","6,235.00","6,211.50","6,220.50","6,340.00","3,344.00",543787,"3,38,26,25,409.00",46794
02-Dec-2025,EQ,"6,330.00","6,340.00","6,231.00","6,295.50","6,275.00","6,270.50","6,274.76","6,340.00","3,344.00",809216,"5,07,76,32,270.00",54786
01-Dec-2025,EQ,"6,230.00","6,333.50","6,210.50","6,174.50","6,297.00","6,295.50","6,292.20","6,333.50","3,344.00",912454,"5,74,13,42,677.50",85245
28-Nov-2025,EQ,"6,152.00","6,239.00","6,128.00","6,151.00","6,200.00","6,174.50","6,185.50","6,239.00","3,344.00",504441,"3,12,02,20,035.00",38092
27-Nov-2025,EQ,"6,137.00","6,200.00","6,097.00","6,136.50","6,165.00","6,151.00","6,151.01","6,200.00","3,344.00",352120,"2,16,58,92,339.00",44991
26-Nov-2025,EQ,"6,083.50","6,146.00","6,052.00","6,081.50","6,138.00","6,136.50","6,115.61","6,146.00","3,344.00",452071,"2,76,46,91,962.50",42548
25-Nov-2025,EQ,"6,000.00","6,087.50","5,969.50","5,982.00","6,084.50","6,081.50","6,052.33","6,087.50","3,344.00",707293,"4,28,07,74,001.00",67035
24-Nov-2025,EQ,"6,003.00","6,049.00","5,972.00","6,002.50","5,993.50","5,982.00","5,993.77","6,049.00","3,344.00",1349305,"8,08,74,26,347.50",75874
21-Nov-2025,EQ,"5,970.00","6,038.00","5,957.50","5,999.50","6,014.00","6,002.50","6,012.56","6,042.00","3,344.00",703572,"4,23,02,68,520.00",60268
20-Nov-2025,EQ,"5,950.00","6,042.00","5,921.50","5,876.50","6,007.50","5,999.50","6,005.64","6,042.00","3,344.00",1276202,"7,66,44,14,199.50",112822
19-Nov-2025,EQ,"5,851.00","5,916.50","5,835.00","5,799.50","5,877.00","5,876.50","5,871.99","5,916.50","3,344.00",935374,"5,49,25,09,919.50",90487
18-Nov-2025,EQ,"5,820.00","5,882.00","5,789.50","5,798.50","5,800.00","5,799.50","5,828.82","5,882.00","3,344.00",1182455,"6,89,23,21,996.50",94342
17-Nov-2025,EQ,"5,589.00","5,810.00","5,571.00","5,538.50","5,792.50","5,798.50","5,735.67","5,810.00","3,344.00",1770568,"10,15,53,99,462.50",106357
14-Nov-2025,EQ,"5,521.50","5,629.50","5,462.50","5,508.50","5,534.00","5,538.50","5,569.23","5,717.00","3,344.00",938647,"5,22,75,44,607.50",75982
13-Nov-2025,EQ,"5,554.00","5,594.50","5,485.50","5,534.00","5,498.00","5,508.50","5,541.66","5,717.00","3,344.00",585663,"3,24,55,47,355.00",43838
12-Nov-2025,EQ,"5,440.00","5,557.00","5,421.50","5,417.50","5,530.00","5,534.00","5,509.22","5,717.00","3,344.00",534031,"2,94,20,92,586.00",58618
